regulon_name,regulated_genes,regulated_operon,regulated_tu,total_of_regulatory_interaction,total_of_binding_sites,geneId,leftEndPos,rightEndPos,strand,geneSynonyms,otherDbsGeneIds,productId,productName,productSynonyms,otherDbsProductsIds 
rsta,10,4,9,9,4,RDBECOLIGNC03717,1682159.0,1682878.0,forward,"urpT,G6864",[STRING:511145.b1608][ASAP:ABE-0005370][ECHOBASE:EB2982][OU-MICROARRAY:b1608][ECOCYC:G6864][REFSEQ:b1608],RDBECOLIPDC04221,DNA-binding transcriptional regulator RstA,"UrpT,RstA,RstA response regulator",[ALPHAFOLD:P52108][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_416125][PFAM:PF00486][PRIDE:P52108][PROSITE:PS50110][SMR:P52108][DIP:DIP-10807N][SMART:SM00448][PRODB:PRO_000023889][ECOLIWIKI:b1608][MODBASE:P52108][UNIPROT:P52108][ECOCYC:RSTA-MONOMER] 
btsr,15,6,9,17,12,RDBECOLIGNC01922,2212243.0,2212962.0,reverse,"yehT,EG12006",[STRING:511145.b2125][ASAP:ABE-0007023][ECHOBASE:EB1944][OU-MICROARRAY:b2125][ECOCYC:EG12006][REFSEQ:b2125],RDBECOLIPDC01360,DNA-binding transcriptional dual regulator BtsR,"BtsR,YehT",[ALPHAFOLD:P0AFT5][INTERPRO:IPR011006][PANTHER:PTHR48111][PFAM:PF04397][SMR:P0AFT5][DIP:DIP-48085N][SMART:SM00850][PROSITE:PS50930][PRIDE:P0AFT5][ECOLIWIKI:b2125][MODBASE:P0AFT5][SWISSMODEL:P0AFT5][UNIPROT:P0AFT5][REFSEQ:NP_416629][ECOCYC:EG12006-MONOMER] 
cpxr,130,42,50,163,135,RDBECOLIGNC00017,4104972.0,4105670.0,reverse,"yiiA,EG10020",[STRING:511145.b3912][ASAP:ABE-0012774][ECHOBASE:EB0019][OU-MICROARRAY:b3912][CGSC:34166][ECOCYC:EG10020][REFSEQ:b3912],RDBECOLIPDC00270,DNA-binding transcriptional dual regulator CpxR,"YiiA,CpxR,CpxR response regulator",[ALPHAFOLD:P0AE88][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_418348][PFAM:PF00486][PRIDE:P0AE88][PDB:4UHT][PROSITE:PS50110][SMR:P0AE88][DIP:DIP-47991N][SMART:SM00448][PRODB:PRO_000022326][ECOLIWIKI:b3912][MODBASE:P0AE88][UNIPROT:P0AE88][ECOCYC:CPXR-MONOMER] 
yqhc,2,1,1,2,2,RDBECOLIGNC04369,3154262.0,3155218.0,reverse,G7563,[STRING:511145.b3010][ASAP:ABE-0009884][ECHOBASE:EB2833][OU-MICROARRAY:b3010][ECOCYC:G7563][REFSEQ:b3010],RDBECOLIPDC02962,DNA-binding transcriptional activator YqhC,YqhC,[ALPHAFOLD:Q46855][PFAM:PF12833][SMR:Q46855][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS01124][PRIDE:Q46855][ECOLIWIKI:b3010][MODBASE:Q46855][REFSEQ:NP_417483][UNIPROT:Q46855][ECOCYC:G7563-MONOMER] 
pepa,3,2,2,3,3,RDBECOLIGNC00685,4484440.0,4485951.0,reverse,"carP,xerB,EG10694",[STRING:511145.b4260][ASAP:ABE-0013953][ECHOBASE:EB0688][OU-MICROARRAY:b4260][CGSC:30215][ECOCYC:EG10694][REFSEQ:b4260],RDBECOLIPDC00595,aminopeptidase A/I,"PepA,XerB,CarP",[ALPHAFOLD:P68767][INTERPRO:IPR011356][PFAM:PF00883][PANTHER:PTHR11963][SMR:P68767][DIP:DIP-47860N][PROSITE:PS00631][PRIDE:P68767][PRINTS:PR00481][PDB:1GYT][ECOLIWIKI:b4260][MODBASE:P68767][UNIPROT:P68767][REFSEQ:NP_418681][ECOCYC:EG10694-MONOMER] 
dpia,11,5,8,14,11,RDBECOLIGNC03223,653862.0,654542.0,forward,"citB,criR,mpdA,G6346",[STRING:511145.b0620][ASAP:ABE-0002131][ECHOBASE:EB3314][OU-MICROARRAY:b0620][ECOCYC:G6346][REFSEQ:b0620],RDBECOLIPDC01993,DNA-binding transcriptional dual regulator DpiA,"DpiA,MpdA,CriR,CitB,DpiA response regulator",[ALPHAFOLD:P0AEF4][PANTHER:PTHR45526][PFAM:PF12431][PRIDE:P0AEF4][INTERPRO:IPR011006][SMR:P0AEF4][DIP:DIP-47831N][SMART:SM00448][PROSITE:PS50110][PRODB:PRO_000022471][ECOLIWIKI:b0620][MODBASE:P0AEF4][UNIPROT:P0AEF4][REFSEQ:NP_415153][ECOCYC:G6346-MONOMER] 
nemr,3,1,2,1,1,RDBECOLIGNC03742,1726023.0,1726622.0,forward,"ydhM,G6889",[STRING:511145.b1649][ASAP:ABE-0005514][ECHOBASE:EB3705][OU-MICROARRAY:b1649][ECOCYC:G6889][REFSEQ:b1649],RDBECOLIPDC02419,DNA-binding transcriptional repressor NemR,"YdhM,NemR",[ALPHAFOLD:P67430][INTERPRO:IPR009057][PFAM:PF16925][PRIDE:P67430][PDB:4YZE][SMR:P67430][DIP:DIP-48165N][PROSITE:PS50977][PRODB:PRO_000023370][ECOLIWIKI:b1649][MODBASE:P67430][UNIPROT:P67430][REFSEQ:NP_416166][ECOCYC:G6889-MONOMER] 
mraz,17,2,2,6,6,RDBECOLIGNC01071,89634.0,90092.0,forward,"yabB,EG11084",[STRING:511145.b0081][ASAP:ABE-0000302][ECHOBASE:EB1076][OU-MICROARRAY:b0081][ECOCYC:EG11084][REFSEQ:b0081],RDBECOLIPDC00790,DNA-binding transcriptional repressor MraZ,"YabB,MraZ",[ALPHAFOLD:P22186][INTERPRO:IPR003444][PANTHER:PTHR34701][PFAM:PF02381][PRIDE:P22186][PROSITE:PS51740][SMR:P22186][DIP:DIP-11166N][PRODB:PRO_000023284][ECOLIWIKI:b0081][MODBASE:P22186][REFSEQ:NP_414623][UNIPROT:P22186][ECOCYC:EG11084-MONOMER] 
adiy,8,4,7,7,4,RDBECOLIGNC01889,4337168.0,4337929.0,reverse,EG11966,[STRING:511145.b4116][ASAP:ABE-0013479][ECHOBASE:EB1909][OU-MICROARRAY:b4116][CGSC:35597][ECOCYC:EG11966][REFSEQ:b4116],RDBECOLIPDC01332,DNA-binding transcriptional activator AdiY,AdiY,[ALPHAFOLD:P33234][PFAM:PF12833][PRIDE:P33234][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][PRODB:PRO_000022060][ECOLIWIKI:b4116][MODBASE:P33234][REFSEQ:NP_418540][UNIPROT:P33234][ECOCYC:EG11966-MONOMER] 
gntr,12,6,9,17,13,RDBECOLIGNC02337,3577731.0,3578726.0,reverse,EG12630,[STRING:511145.b3438][ASAP:ABE-0011226][ECHOBASE:EB2514][OU-MICROARRAY:b3438][CGSC:667][ECOCYC:EG12630][REFSEQ:b3438],RDBECOLIPDC03982,DNA-binding transcriptional repressor GntR,GntR,[INTERPRO:IPR010982][ALPHAFOLD:P0ACP5][PFAM:PF00532][DIP:DIP-9822N][SMR:P0ACP5][SMART:SM00354][PROSITE:PS00356][PRIDE:P0ACP5][PRODB:PRO_000022826][ECOLIWIKI:b3438][REFSEQ:YP_026222][MODBASE:P0ACP5][UNIPROT:P0ACP5][ECOCYC:PD03585] 
pdel,9,2,2,4,4,RDBECOLIGNC01213,332371.0,333459.0,forward,"yahA,EG11236",[STRING:511145.b0315][ASAP:ABE-0001086][ECHOBASE:EB1218][OU-MICROARRAY:b0315][ECOCYC:EG11236][REFSEQ:b0315],RDBECOLIPDC00901,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,"PdeL,YahA",[ALPHAFOLD:P21514][INTERPRO:IPR001633][PFAM:PF00563][PDB:4KIE][SMR:P21514][SMART:SM00052][PROSITE:PS50883][PRIDE:P21514][ECOLIWIKI:b0315][MODBASE:P21514][REFSEQ:NP_414849][UNIPROT:P21514][ECOCYC:EG11236-MONOMER] 
ascg,5,4,4,9,9,RDBECOLIGNC00083,2838254.0,2839264.0,reverse,"sac,EG10087",[STRING:511145.b2714][ASAP:ABE-0008922][ECHOBASE:EB0085][OU-MICROARRAY:b2714][CGSC:33230][ECOCYC:EG10087][REFSEQ:b2714],RDBECOLIPDC00392,DNA-binding transcriptional repressor AscG,"Sac,AscG",[INTERPRO:IPR010982][ALPHAFOLD:P24242][PFAM:PF13377][PRIDE:P24242][SMR:P24242][SMART:SM00354][PROSITE:PS00356][PDB:3BRQ][PRODB:PRO_000022163][ECOLIWIKI:b2714][MODBASE:P24242][REFSEQ:NP_417194][UNIPROT:P24242][ECOCYC:EG10087-MONOMER] 
evga,19,9,10,11,10,RDBECOLIGNC01556,2483755.0,2484369.0,forward,EG11609,[STRING:511145.b2369][ASAP:ABE-0007817][ECHOBASE:EB1566][OU-MICROARRAY:b2369][CGSC:32763][ECOCYC:EG11609][REFSEQ:b2369],RDBECOLIPDC01702,DNA-binding transcriptional activator EvgA,EvgA response regulator,[ALPHAFOLD:P0ACZ4][REFSEQ:NP_416870][INTERPRO:IPR011006][PFAM:PF00196][SMR:P0ACZ4][DIP:DIP-48087N][SMART:SM00421][PROSITE:PS00622][PDB:3F6C][PRIDE:P0ACZ4][PRINTS:PR00038][PRODB:PRO_000022552][ECOLIWIKI:b2369][MODBASE:P0ACZ4][UNIPROT:P0ACZ4][ECOCYC:EVGA-MONOMER] 
baer,9,3,3,5,5,RDBECOLIGNC01564,2164276.0,2164998.0,forward,EG11618,[STRING:511145.b2079][ASAP:ABE-0006884][ECHOBASE:EB1575][OU-MICROARRAY:b2079][CGSC:30764][ECOCYC:EG11618][REFSEQ:b2079],RDBECOLIPDC00197,DNA-binding transcriptional activator BaeR,"BaeR,BaeR response regulator",[ALPHAFOLD:P69228][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_416583][PFAM:PF00486][PROSITE:PS50110][DIP:DIP-9198N][PDB:4B09][SMR:P69228][SMART:SM00448][PRIDE:P69228][PRODB:PRO_000022196][ECOLIWIKI:b2079][MODBASE:P69228][SWISSMODEL:P69228][UNIPROT:P69228][ECOCYC:BAER-MONOMER] 
mali,3,2,2,2,2,RDBECOLIGNC00549,1698152.0,1699180.0,reverse,EG10557,[STRING:511145.b1620][ASAP:ABE-0005421][ECHOBASE:EB0552][OU-MICROARRAY:b1620][CGSC:18181][ECOCYC:EG10557][REFSEQ:b1620],RDBECOLIPDC03950,DNA-binding transcriptional repressor MalI,MalI,[ALPHAFOLD:P18811][PFAM:PF00532][PRIDE:P18811][INTERPRO:IPR010982][PANTHER:PTHR30146:SF3][SMR:P18811][DIP:DIP-10143N][SMART:SM00354][PROSITE:PS00356][PRODB:PRO_000023150][ECOLIWIKI:b1620][MODBASE:P18811][REFSEQ:NP_416137][UNIPROT:P18811][ECOCYC:PD00361] 
allr,9,3,3,3,3,RDBECOLIGNC03156,533011.0,533826.0,forward,"glxA3,ybbU,G6276",[STRING:511145.b0506][ASAP:ABE-0001750][ECHOBASE:EB3382][OU-MICROARRAY:b0506][ECOCYC:G6276][REFSEQ:b0506],RDBECOLIPDC01940,DNA-binding transcriptional repressor AllR,"YbbU,AllR",[ALPHAFOLD:P0ACN4][INTERPRO:IPR014757][PFAM:PF01614][SMR:P0ACN4][DIP:DIP-47907N][SMART:SM00346][PROSITE:PS51077][PRIDE:P0ACN4][PDB:1TF1][PRODB:PRO_000022083][ECOLIWIKI:b0506][MODBASE:P0ACN4][UNIPROT:P0ACN4][REFSEQ:NP_415039][ECOCYC:G6276-MONOMER] 
yhaj,8,1,1,7,7,RDBECOLIGNC04419,3253318.0,3254214.0,reverse,G7619,[STRING:511145.b3105][ASAP:ABE-0010213][ECHOBASE:EB2605][OU-MICROARRAY:b3105][ECOCYC:G7619][REFSEQ:b3105],RDBECOLIPDC03008,DNA-binding transcriptional activator YhaJ,YhaJ,[ALPHAFOLD:P67660][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P67660][SMR:P67660][DIP:DIP-35869N][PROSITE:PS50931][ECOLIWIKI:b3105][MODBASE:P67660][UNIPROT:P67660][REFSEQ:NP_417576][ECOCYC:G7619-MONOMER] 
alsr,6,2,3,3,3,RDBECOLIGNC04565,4312101.0,4312991.0,reverse,"yjcY,rpiR,G7821",[STRING:511145.b4089][ASAP:ABE-0013400][ECHOBASE:EB2353][OU-MICROARRAY:b4089][ECOCYC:G7821][REFSEQ:b4089],RDBECOLIPDC03142,DNA-binding transcriptional repressor AlsR,"AlsR,YjcY,RpiR",[INTERPRO:IPR000281][ALPHAFOLD:P0ACS7][PFAM:PF01380][SMR:P0ACS7][PROSITE:PS51071][PRIDE:P0ACS7][PRODB:PRO_000023808][ECOLIWIKI:b4089][MODBASE:P0ACS7][UNIPROT:P0ACS7][REFSEQ:NP_418513][ECOCYC:G7821-MONOMER] 
gadx,34,21,28,76,44,RDBECOLIGNC02121,3664986.0,3665810.0,reverse,"yhiX,EG12243",[STRING:511145.b3516][ASAP:ABE-0011487][ECHOBASE:EB2154][OU-MICROARRAY:b3516][ECOCYC:EG12243][REFSEQ:b3516],RDBECOLIPDC01487,DNA-binding transcriptional dual regulator GadX,"YhiX,GadX",[ALPHAFOLD:P37639][PDB:3MKL][PFAM:PF12833][PRIDE:P37639][SMR:P37639][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][PRODB:PRO_000022745][ECOLIWIKI:b3516][MODBASE:P37639][REFSEQ:NP_417973][UNIPROT:P37639][ECOCYC:EG12243-MONOMER] 
ular,7,2,2,4,4,RDBECOLIGNC04595,4417698.0,4418453.0,reverse,"yjfQ,G7854",[STRING:511145.b4191][ASAP:ABE-0013713][ECHOBASE:EB2384][OU-MICROARRAY:b4191][ECOCYC:G7854][REFSEQ:b4191],RDBECOLIPDC03169,DNA-binding transcriptional repressor UlaR,"UlaR,YjfQ",[ALPHAFOLD:P0A9W0][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-47874N][SMART:SM00420][PROSITE:PS00894][PRIDE:P0A9W0][PRINTS:PR00037][PRODB:PRO_000024181][ECOLIWIKI:b4191][MODBASE:P0A9W0][UNIPROT:P0A9W0][REFSEQ:NP_418612][ECOCYC:G7854-MONOMER] 
crp,568,245,318,443,382,RDBECOLIGNC00160,3486120.0,3486752.0,forward,"cap,csm,gurB,EG10164",[STRING:511145.b3357][ASAP:ABE-0010970][ECHOBASE:EB0162][OU-MICROARRAY:b3357][CGSC:906][ECOCYC:EG10164][REFSEQ:b3357],RDBECOLIPDC03934,DNA-binding transcriptional dual regulator CRP,"GurB,Csm,Cap,Crp",[ALPHAFOLD:P0ACJ8][PFAM:PF13545][INTERPRO:IPR018490][MINT:P0ACJ8][PDB:1LB2][SMR:P0ACJ8][DIP:DIP-29232N][SMART:SM00100][PROSITE:PS00888][PRIDE:P0ACJ8][PRINTS:PR00034][PRODB:PRO_000022333][ECOLIWIKI:b3357][MODBASE:P0ACJ8][UNIPROT:P0ACJ8][REFSEQ:NP_417816][ECOCYC:PD00257] 
lrha,5,4,6,6,4,RDBECOLIGNC02021,2405703.0,2406641.0,reverse,"genR,EG12123",[STRING:511145.b2289][ASAP:ABE-0007555][ECHOBASE:EB2044][OU-MICROARRAY:b2289][CGSC:32685][ECOCYC:EG12123][REFSEQ:b2289],RDBECOLIPDC01417,DNA-binding transcriptional dual regulator LrhA,"GenR,LrhA",[ALPHAFOLD:P36771][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P36771][SMR:P36771][PROSITE:PS50931][PRINTS:PR00039][ECOLIWIKI:b2289][MODBASE:P36771][REFSEQ:NP_416792][UNIPROT:P36771][ECOCYC:EG12123-MONOMER] 
iclr,4,2,2,8,8,RDBECOLIGNC00484,4222804.0,4223628.0,reverse,EG10491,[STRING:511145.b4018][ASAP:ABE-0013136][ECHOBASE:EB0486][OU-MICROARRAY:b4018][CGSC:614][ECOCYC:EG10491][REFSEQ:b4018],RDBECOLIPDC03989,DNA-binding transcriptional repressor IclR,IclR,[ALPHAFOLD:P16528][INTERPRO:IPR014757][MINT:P16528][PFAM:PF01614][PRIDE:P16528][SMR:P16528][DIP:DIP-10008N][SMART:SM00346][PROSITE:PS51077][PDB:1TD5][PRODB:PRO_000022991][ECOLIWIKI:b4018][REFSEQ:NP_418442][MODBASE:P16528][UNIPROT:P16528][ECOCYC:PD04099] 
yebk,1,0,0,1,1,RDBECOLIGNC02401,1936652.0,1937521.0,forward,"hexR(P.a.),EG12860",[STRING:511145.b1853][ASAP:ABE-0006179][ECHOBASE:EB2702][OU-MICROARRAY:b1853][ECOCYC:EG12860][REFSEQ:b1853],RDBECOLIPDC01661,DNA-binding transcriptional repressor YebK,YebK,[INTERPRO:IPR000281][ALPHAFOLD:P46118][PFAM:PF01380][PRIDE:P46118][SMR:P46118][DIP:DIP-9891N][PROSITE:PS51071][PRODB:PRO_000022881][ECOLIWIKI:b1853][MODBASE:P46118][REFSEQ:NP_416367][UNIPROT:P46118][ECOCYC:EG12860-MONOMER] 
rclr,3,1,1,1,1,RDBECOLIGNC03069,320227.0,321081.0,forward,"ykgD,G6175",[STRING:511145.b0305][ASAP:ABE-0001054][ECHOBASE:EB3351][OU-MICROARRAY:b0305][ECOCYC:G6175][REFSEQ:b0305],RDBECOLIPDC01874,DNA-binding transcriptional activator RclR,"RclR,YkgD",[INTERPRO:IPR009057][ALPHAFOLD:P77379][PFAM:PF12833][SMART:SM00342][PROSITE:PS01124][PRIDE:P77379][PRINTS:PR00032][ECOLIWIKI:b0305][MODBASE:P77379][REFSEQ:NP_414839][UNIPROT:P77379][ECOCYC:G6175-MONOMER] 
higa,2,1,1,1,1,RDBECOLIGNC04401,3233728.0,3234144.0,reverse,"ygjM,G7601",[STRING:511145.b3082][ASAP:ABE-0010126][ECHOBASE:EB2583][OU-MICROARRAY:b3082][ECOCYC:G7601][REFSEQ:b3082],RDBECOLIPDC02990,antitoxin/DNA-binding transcriptional repressor HigA,"YgjM,HigA,HigA antitoxin of the HigB-HigA toxin-antitoxin system",[ALPHAFOLD:P67701][PDB:5IFG][INTERPRO:IPR001387][PANTHER:PTHR40455][PFAM:PF01381][PRIDE:P67701][SMR:P67701][SMART:SM00530][PROSITE:PS50943][ECOLIWIKI:b3082][UNIPROT:P67701][REFSEQ:NP_417553][ECOCYC:G7601-MONOMER] 
puta,2,2,2,5,5,RDBECOLIGNC00791,1074920.0,1078882.0,reverse,"putC,poaA,EG10801",[STRING:511145.b1014][ASAP:ABE-0003424][ECHOBASE:EB0794][OU-MICROARRAY:b1014][CGSC:333][ECOCYC:EG10801][REFSEQ:b1014],RDBECOLIPDC04084,fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA,"PutC,PoaA,PutA,proline utilization A",[ALPHAFOLD:P09546][DISPROT:DP02030][INTERPRO:IPR016161][PFAM:PF00171][MINT:P09546][PDB:3ITG][SMR:P09546][DIP:DIP-10620N][PROSITE:PS00070][PRIDE:P09546][PRODB:PRO_000023647][ECOLIWIKI:B1014][MODBASE:P09546][REFSEQ:NP_415534][UNIPROT:P09546][ECOCYC:PUTA-MONOMER] 
basr,26,10,11,14,11,RDBECOLIGNC01561,4333282.0,4333950.0,reverse,"pmrA,EG11615",[STRING:511145.b4113][ASAP:ABE-0013466][ECHOBASE:EB1572][OU-MICROARRAY:b4113][CGSC:28168][ECOCYC:EG11615][REFSEQ:b4113],RDBECOLIPDC00200,DNA-binding transcriptional dual regulator BasR,"PmrA,BasR,BasR response regulator",[ALPHAFOLD:P30843][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_418537][PFAM:PF00486][PROSITE:PS50110][SMR:P30843][DIP:DIP-9201N][SMART:SM00448][PRIDE:P30843][PRODB:PRO_000022199][ECOLIWIKI:b4113][MODBASE:P30843][UNIPROT:P30843][ECOCYC:BASR-MONOMER] 
dhar,4,2,2,2,0,RDBECOLIGNC03490,1251066.0,1252985.0,forward,"ycgU,G6628",[STRING:511145.b1201][ASAP:ABE-0004033][ECHOBASE:EB3661][OU-MICROARRAY:b1201][ECOCYC:G6628][REFSEQ:b1201],RDBECOLIPDC02211,DNA-binding transcriptional dual regulator DhaR,"YcgU,DhaR",[ALPHAFOLD:P76016][INTERPRO:IPR003593][PFAM:PF02954][PDB:4LRZ][SMR:P76016][DIP:DIP-9438N][SMART:SM00382][PROSITE:PS00675][PRIDE:P76016][PRODB:PRO_000022441][ECOLIWIKI:b1201][MODBASE:P76016][REFSEQ:NP_415719][UNIPROT:P76016][ECOCYC:G6628-MONOMER] 
uidr,4,2,2,2,1,RDBECOLIGNC03720,1696462.0,1697052.0,reverse,"gusR,G6867",[STRING:511145.b1618][ASAP:ABE-0005415][ECHOBASE:EB2533][OU-MICROARRAY:b1618][ECOCYC:G6867][REFSEQ:b1618],RDBECOLIPDC02400,DNA-binding transcriptional repressor UidR,"GusR,UidR",[ALPHAFOLD:P0ACT6][INTERPRO:IPR023772][PFAM:PF00440][SMR:P0ACT6][DIP:DIP-48053N][PROSITE:PS01081][PRIDE:P0ACT6][PRINTS:PR00455][PRODB:PRO_000024174][ECOLIWIKI:b1618][MODBASE:P0ACT6][UNIPROT:P0ACT6][REFSEQ:NP_416135][ECOCYC:G6867-MONOMER] 
glcc,7,2,2,2,2,RDBECOLIGNC04354,3128272.0,3129036.0,forward,"yghN,G7546",[STRING:511145.b2980][ASAP:ABE-0009777][ECHOBASE:EB2821][OU-MICROARRAY:b2980][ECOCYC:G7546][REFSEQ:b2980],RDBECOLIPDC02951,DNA-binding transcriptional dual regulator GlcC,"YghN,GlcC",[ALPHAFOLD:P0ACL5][INTERPRO:IPR011711][PFAM:PF07729][PRIDE:P0ACL5][SMR:P0ACL5][SMART:SM00895][PROSITE:PS50949][PRINTS:PR00035][PRODB:PRO_000022773][ECOLIWIKI:b2980][REFSEQ:NP_417454][MODBASE:P0ACL5][UNIPROT:P0ACL5][ECOCYC:G7546-MONOMER] 
soxs,52,32,38,47,38,RDBECOLIGNC00946,4277060.0,4277383.0,reverse,EG10958,[STRING:511145.b4062][ASAP:ABE-0013311][ECHOBASE:EB0951][OU-MICROARRAY:b4062][CGSC:27801][ECOCYC:EG10958][REFSEQ:b4062],RDBECOLIPDC03954,DNA-binding transcriptional dual regulator SoxS,"SoxS,regulation of superoxide response regulon",[ALPHAFOLD:P0A9E2][PFAM:PF12833][PRIDE:P0A9E2][DIP:DIP-10904N][SMR:P0A9E2][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][PRODB:PRO_000023970][ECOLIWIKI:b4062][SWISSMODEL:P0A9E2][UNIPROT:P0A9E2][REFSEQ:NP_418486][ECOCYC:PD00406] 
phob,62,32,41,45,33,RDBECOLIGNC00718,417142.0,417831.0,forward,"phoRc,phoT,EG10728",[STRING:511145.b0399][ASAP:ABE-0001389][ECHOBASE:EB0721][OU-MICROARRAY:b0399][CGSC:397][ECOCYC:EG10728][REFSEQ:b0399],RDBECOLIPDC04022,DNA-binding transcriptional dual regulator PhoB,"PhoB,PhoT,PhoB response regulator",[ALPHAFOLD:P0AFJ5][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_414933][PFAM:PF00486][PRIDE:P0AFJ5][PROSITE:PS50110][SMR:P0AFJ5][DIP:DIP-35852N][SMART:SM00448][PDB:1B00][PRODB:PRO_000023541][ECOLIWIKI:b0399][MODBASE:P0AFJ5][SWISSMODEL:P0AFJ5][UNIPROT:P0AFJ5][ECOCYC:PHOB-MONOMER] 
xynr,5,0,0,2,1,RDBECOLIGNC03039,288404.0,289162.0,reverse,"yagI,G6144",[STRING:511145.b0272][ASAP:ABE-0000933][ECHOBASE:EB3133][OU-MICROARRAY:b0272][ECOCYC:G6144][REFSEQ:b0272],RDBECOLIPDC01848,CP4-6 prophage; DNA-binding transcriptional repressor XynR,"XynR,YagI",[ALPHAFOLD:P77300][INTERPRO:IPR014757][PFAM:PF01614][PRIDE:P77300][SMR:P77300][SMART:SM00346][PROSITE:PS51077][ECOLIWIKI:b0272][MODBASE:P77300][REFSEQ:NP_414806][UNIPROT:P77300][ECOCYC:G6144-MONOMER] 
cadc,3,2,2,2,1,RDBECOLIGNC00129,4360396.0,4361934.0,reverse,EG10133,[STRING:511145.b4133][ASAP:ABE-0013532][ECHOBASE:EB0131][OU-MICROARRAY:b4133][CGSC:34231][ECOCYC:EG10133][REFSEQ:b4133],RDBECOLIPDC03957,DNA-binding transcriptional activator CadC,CadC,[ALPHAFOLD:P23890][PANTHER:PTHR48111][INTERPRO:IPR001867][PFAM:PF00486][PDB:3LY7][PRIDE:P23890][PROSITE:PS51755][SMR:P23890][DIP:DIP-9239N][SMART:SM00862][ECOLIWIKI:b4133][MODBASE:P23890][REFSEQ:NP_418557][UNIPROT:P23890][ECOCYC:PD00436] 
alls,3,1,1,1,1,RDBECOLIGNC03154,531295.0,532221.0,reverse,"ybbS,glxA1,G6274",[STRING:511145.b0504][ASAP:ABE-0001742][ECHOBASE:EB3053][OU-MICROARRAY:b0504][ECOCYC:G6274][REFSEQ:b0504],RDBECOLIPDC01938,DNA-binding transcriptional activator AllS,"AllS,YbbS,GlxA1",[ALPHAFOLD:P0ACR0][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P0ACR0][SMR:P0ACR0][PROSITE:PS50931][PRODB:PRO_000022084][ECOLIWIKI:b0504][MODBASE:P0ACR0][UNIPROT:P0ACR0][REFSEQ:NP_415037][ECOCYC:G6274-MONOMER] 
puur,8,2,2,8,8,RDBECOLIGNC02281,1361911.0,1362468.0,forward,"ycjC,EG12431",[STRING:511145.b1299][ASAP:ABE-0004371][ECHOBASE:EB2327][OU-MICROARRAY:b1299][ECOCYC:EG12431][REFSEQ:b1299],RDBECOLIPDC01603,DNA-binding transcriptional repressor PuuR,"YcjC,PuuR",[ALPHAFOLD:P0A9U6][PFAM:PF07883][PRIDE:P0A9U6][SMR:P0A9U6][DIP:DIP-48257N][INTERPRO:IPR013096][SMART:SM00530][PROSITE:PS50943][PRODB:PRO_000023654][ECOLIWIKI:b1299][MODBASE:P0A9U6][UNIPROT:P0A9U6][REFSEQ:NP_415815][ECOCYC:EG12431-MONOMER] 
racr,6,0,0,4,4,RDBECOLIGNC03542,1419765.0,1420241.0,reverse,"rarC,ydaR,G6680",[STRING:511145.b1356][ASAP:ABE-0004548][ECHOBASE:EB3143][OU-MICROARRAY:b1356][ECOCYC:G6680][REFSEQ:b1356],RDBECOLIPDC02255,Rac prophage; DNA-binding transcriptional repressor RacR,"RacR,YdaR,RarC,DicA",[ALPHAFOLD:P76062][SMR:P76062][PRIDE:P76062][PRODB:PRO_000023674][ECOLIWIKI:b1356][REFSEQ:NP_415874][UNIPROT:P76062][ECOCYC:G6680-MONOMER] 
hyfr,12,1,1,1,1,RDBECOLIGNC04135,2611900.0,2613912.0,forward,G7308,[STRING:511145.b2491][ASAP:ABE-0008204][ECHOBASE:EB3971][OU-MICROARRAY:b2491][ECOCYC:G7308][REFSEQ:b2491],RDBECOLIPDC02755,DNA-binding transcriptional activator HyfR,HyfR,[ALPHAFOLD:P71229][PFAM:PF00158][INTERPRO:IPR003593][SMR:P71229][DIP:DIP-9993N][SMART:SM00382][PROSITE:PS00675][PRIDE:P71229][PRODB:PRO_000022970][ECOLIWIKI:b2491][MODBASE:P71229][SWISSMODEL:P71229][REFSEQ:NP_416986][UNIPROT:P71229][ECOCYC:G7308-MONOMER] 
